,Date,stock,value,change
153,15/02/2007,EQUITY,15.219629,-0.632157328
154,15/02/2007,STANCHART,11.273153,-0.44596219
155,15/02/2007,ABSA,1456.810059,-0.087178146
156,16/02/2007,KCB,23.132284,0.313155415
157,16/02/2007,FAMILY,82.188678,0.363674179
158,16/02/2007,EQUITY,15.123417,-0.575584208
159,16/02/2007,STANCHART,11.222879,1.261343012
160,16/02/2007,ABSA,1455.540039,0.284431544
161,20/02/2007,KCB,23.204724,1.803675838
162,20/02/2007,FAMILY,82.487577,-0.26170365
163,20/02/2007,EQUITY,15.036369,-1.279697246
164,20/02/2007,STANCHART,11.364438,3.841676993
165,20/02/2007,ABSA,1459.680054,-0.140445092
166,21/02/2007,KCB,23.623262,0.136285158
167,21/02/2007,FAMILY,82.271704,-0.595413704
168,21/02/2007,EQUITY,14.843949,1.882706549
169,21/02/2007,STANCHART,11.801023,0.347537667
170,21/02/2007,ABSA,1457.630005,-0.085755644
171,22/02/2007,KCB,23.655457,-1.667234753
172,22/02/2007,FAMILY,81.781847,-0.781722379
173,22/02/2007,EQUITY,15.123417,-0.78763946
174,22/02/2007,STANCHART,11.842036,-0.491562431
175,22/02/2007,ABSA,1456.380005,-0.35636743
176,23/02/2007,KCB,23.261065,0.588236179
177,23/02/2007,FAMILY,81.14254,-0.839046941
178,23/02/2007,EQUITY,15.004299,-2.259545748
179,23/02/2007,STANCHART,11.783825,-0.628717755
180,23/02/2007,ABSA,1451.189941,-0.125410599
181,26/02/2007,KCB,23.397895,-4.127965358
182,26/02/2007,FAMILY,80.461716,-3.044065081
183,26/02/2007,EQUITY,14.66527,-3.936265749
184,26/02/2007,STANCHART,11.709738,-5.174564965
185,26/02/2007,ABSA,1449.369995,-3.472540219
186,27/02/2007,KCB,22.432038,1.07642471
187,27/02/2007,FAMILY,78.012409,-1.085565759
188,27/02/2007,EQUITY,14.088006,0.487805017
189,27/02/2007,STANCHART,11.10381,0.810208388
190,27/02/2007,ABSA,1399.040039,0.556088946
191,28/02/2007,KCB,22.673502,-0.28398789
192,28/02/2007,FAMILY,77.165533,-0.720900872
193,28/02/2007,EQUITY,14.156728,-1.650487316
194,28/02/2007,STANCHART,11.193774,2.895636449
195,28/02/2007,ABSA,1406.819946,-0.259443436
196,01/03/2007,KCB,22.609112,-1.17479625
197,01/03/2007,FAMILY,76.609246,-1.484767256
198,01/03/2007,EQUITY,13.923073,-1.678185556
199,01/03/2007,STANCHART,11.517905,-1.895249179
200,01/03/2007,ABSA,1403.170044,-1.140275198
201,02/03/2007,KCB,22.343501,-0.75648843
202,02/03/2007,FAMILY,75.471777,1.001094754
203,02/03/2007,EQUITY,13.689418,-1.572952188
204,02/03/2007,STANCHART,11.299612,1.065452513
205,02/03/2007,ABSA,1387.170044,-0.940767792
206,05/03/2007,KCB,22.174475,1.016335223
207,05/03/2007,FAMILY,76.227321,2.167525998
208,05/03/2007,EQUITY,13.47409,2.006116925
209,05/03/2007,STANCHART,11.420004,2.166356509
210,05/03/2007,ABSA,1374.119995,1.549358068
211,06/03/2007,KCB,22.399842,-0.79051004
212,06/03/2007,FAMILY,77.879568,0.149253524
213,06/03/2007,EQUITY,13.744396,1.566667608
214,06/03/2007,STANCHART,11.667402,-0.532937838
215,06/03/2007,ABSA,1395.410034,-0.246527036
216,07/03/2007,KCB,22.222769,-1.050346156
217,07/03/2007,FAMILY,77.995806,-1.000640983
218,07/03/2007,EQUITY,13.959725,0.75484295
219,07/03/2007,STANCHART,11.605222,0.319192515
220,07/03/2007,ABSA,1391.969971,0.712662213
221,08/03/2007,KCB,21.989353,-0.109807687
222,08/03/2007,FAMILY,77.215348,0.301073564
223,08/03/2007,EQUITY,14.065099,-1.270364325
224,08/03/2007,STANCHART,11.642265,-0.034091304
225,08/03/2007,ABSA,1401.890015,0.067762163
226,09/03/2007,KCB,21.965207,0.549651091
227,09/03/2007,FAMILY,77.447823,0.889796476
228,09/03/2007,EQUITY,13.886421,-0.791816696
229,09/03/2007,STANCHART,11.638296,2.159835082
230,09/03/2007,ABSA,1402.839966,0.268028435
231,12/03/2007,KCB,22.085939,-2.623909266
232,12/03/2007,FAMILY,78.136951,-1.487622674
233,12/03/2007,EQUITY,13.776466,-2.361149804
234,12/03/2007,STANCHART,11.889664,-1.635698032
235,12/03/2007,ABSA,1406.599976,-2.036828202
236,13/03/2007,KCB,21.506424,2.544909372
237,13/03/2007,FAMILY,76.974568,1.132567577
238,13/03/2007,EQUITY,13.451183,-0.136248239
239,13/03/2007,STANCHART,11.695185,1.809949992
240,13/03/2007,ABSA,1377.949951,0.669116683
241,14/03/2007,KCB,22.053743,-0.437952868
242,14/03/2007,FAMILY,77.846357,-0.330637181
243,14/03/2007,EQUITY,13.432856,0.920876394
244,14/03/2007,STANCHART,11.906862,-0.477774917
245,14/03/2007,ABSA,1387.170044,0.368374809
246,15/03/2007,KCB,21.957158,0.183284194
247,15/03/2007,FAMILY,77.588968,-0.214014962
248,15/03/2007,EQUITY,13.556556,3.345724386
249,15/03/2007,STANCHART,11.849974,0.022329163
250,15/03/2007,ABSA,1392.280029,-0.382830888
251,16/03/2007,KCB,21.997402,1.829488773
252,16/03/2007,FAMILY,77.422916,0.793563497
253,16/03/2007,EQUITY,14.010121,1.504255388
254,16/03/2007,STANCHART,11.85262,1.718944841
255,16/03/2007,ABSA,1386.949951,1.089448685
256,19/03/2007,KCB,22.399842,0.035933289
257,19/03/2007,FAMILY,78.037316,0.542612204
258,19/03/2007,EQUITY,14.220869,1.095355003
259,19/03/2007,STANCHART,12.05636,0.384062851
260,19/03/2007,ABSA,1402.060059,0.633345337
261,20/03/2007,KCB,22.407891,2.44253241
262,20/03/2007,FAMILY,78.460756,0.910053683
263,20/03/2007,EQUITY,14.376638,2.836205516
264,20/03/2007,STANCHART,12.102664,2.612590088
265,20/03/2007,ABSA,1410.939941,1.708088155
266,21/03/2007,KCB,22.955211,-0.876576565
267,21/03/2007,FAMILY,79.174791,-0.178268863
268,21/03/2007,EQUITY,14.784389,-1.952282235
269,21/03/2007,STANCHART,12.418857,0.095878389
270,21/03/2007,ABSA,1435.040039,-0.034842233
271,22/03/2007,KCB,22.753991,-0.884332775
272,22/03/2007,FAMILY,79.033647,-0.168089168
273,22/03/2007,EQUITY,14.495756,-0.695320755
274,22/03/2007,STANCHART,12.430764,-0.468281756
275,22/03/2007,ABSA,1434.540039,0.109438981
276,23/03/2007,KCB,22.55277,0.713774849
277,23/03/2007,FAMILY,78.9008,-0.031567487
278,23/03/2007,EQUITY,14.394964,1.686826032
279,23/03/2007,STANCHART,12.372553,2.491442146
280,23/03/2007,ABSA,1436.109985,0.096790289
281,26/03/2007,KCB,22.713746,-1.77179493
282,26/03/2007,FAMILY,78.875893,-0.284207242
283,26/03/2007,EQUITY,14.637782,-0.719876823
284,26/03/2007,STANCHART,12.680808,-0.40688259
285,26/03/2007,ABSA,1437.5,-0.618435826
286,27/03/2007,KCB,22.311305,-0.28859809
287,27/03/2007,FAMILY,78.651722,-0.496148069
288,27/03/2007,EQUITY,14.532408,-1.38713419
289,27/03/2007,STANCHART,12.629212,-2.325584526
290,27/03/2007,ABSA,1428.609985,-0.796578851
291,28/03/2007,KCB,22.246915,0.397974281
292,28/03/2007,FAMILY,78.261493,0.32887438
293,28/03/2007,EQUITY,14.330824,0.159844263
294,28/03/2007,STANCHART,12.335509,0.546981888
295,28/03/2007,ABSA,1417.22998,0.373972402
296,29/03/2007,KCB,22.335452,0.432433604
297,29/03/2007,FAMILY,78.518875,-0.327796342
298,29/03/2007,EQUITY,14.353731,0.095759075
299,29/03/2007,STANCHART,12.402982,-0.89601033
300,29/03/2007,ABSA,1422.530029,-0.11739956
301,30/03/2007,KCB,22.432038,-0.466453382
302,30/03/2007,FAMILY,78.261493,1.00784686
303,30/03/2007,EQUITY,14.367476,-0.350771423
304,30/03/2007,STANCHART,12.29185,0.796478968
305,30/03/2007,ABSA,1420.859985,0.259706378
306,02/04/2007,KCB,22.327403,0.468639367
307,02/04/2007,FAMILY,79.050249,0.934775044
308,02/04/2007,EQUITY,14.317079,0.76800582
309,02/04/2007,STANCHART,12.389752,0.907629144
310,02/04/2007,ABSA,1424.550049,0.928010287
311,03/04/2007,KCB,22.432038,2.260494566
312,03/04/2007,FAMILY,79.789191,0.114465379
313,03/04/2007,EQUITY,14.427035,-0.476341812
314,03/04/2007,STANCHART,12.502205,-0.243381068
315,03/04/2007,ABSA,1437.77002,0.111281706
316,04/04/2007,KCB,22.939113,0.175433985
317,04/04/2007,FAMILY,79.880522,0.322208711
318,04/04/2007,EQUITY,14.358313,0.191443103
319,04/04/2007,STANCHART,12.471777,0.434917975
320,04/04/2007,ABSA,1439.369995,0.304995589
321,05/04/2007,KCB,22.979356,0.070054183
322,05/04/2007,FAMILY,80.137904,0.103612643
323,05/04/2007,EQUITY,14.385801,-0.8280248
324,05/04/2007,STANCHART,12.526019,-1.087871574
325,05/04/2007,ABSA,1443.76001,0.058872319
326,09/04/2007,KCB,22.995454,-0.595026304
327,09/04/2007,FAMILY,80.220937,-0.165601407
328,09/04/2007,EQUITY,14.266683,0.064226562
329,09/04/2007,STANCHART,12.389752,0.640682719
330,09/04/2007,ABSA,1444.609985,0.261664397
331,10/04/2007,KCB,22.858625,-1.021124411
332,10/04/2007,FAMILY,80.08809,-1.347704759
333,10/04/2007,EQUITY,14.275846,-1.379974259
334,10/04/2007,STANCHART,12.469131,-1.76126949
335,10/04/2007,ABSA,1448.390015,-0.657282907
336,11/04/2007,KCB,22.62521,1.529705139
337,11/04/2007,FAMILY,79.008739,0.535934386
338,11/04/2007,EQUITY,14.078843,-0.195250419
339,11/04/2007,STANCHART,12.249516,-0.432017069
340,11/04/2007,ABSA,1438.869995,0.620629663
341,12/04/2007,KCB,22.971309,0.245266824
342,12/04/2007,FAMILY,79.432174,-0.773490097
343,12/04/2007,EQUITY,14.051354,0.293452147
344,12/04/2007,STANCHART,12.196596,-2.115196732
345,12/04/2007,ABSA,1447.800049,0.34880003
346,13/04/2007,KCB,23.02765,0.419430554
347,13/04/2007,FAMILY,78.817774,1.3167601
348,13/04/2007,EQUITY,14.092588,0.942779282
349,13/04/2007,STANCHART,11.938614,1.318704164
350,13/04/2007,ABSA,1452.849976,1.065490605
351,16/04/2007,KCB,23.124235,0.417687331
352,16/04/2007,FAMILY,79.855615,0.977336409
353,16/04/2007,EQUITY,14.22545,-0.032202848
354,16/04/2007,STANCHART,12.096049,-1.181228681
355,16/04/2007,ABSA,1468.329956,0.214531072
356,17/04/2007,KCB,23.220822,-0.866554164
357,17/04/2007,FAMILY,80.636073,-2.388796885
358,17/04/2007,EQUITY,14.220869,-0.193300423
359,17/04/2007,STANCHART,11.953167,0.055340982
360,17/04/2007,ABSA,1471.47998,0.069319326
361,18/04/2007,KCB,23.019601,0.314688339
362,18/04/2007,FAMILY,78.709841,-0.537977202
363,18/04/2007,EQUITY,14.19338,-0.645575613
364,18/04/2007,STANCHART,11.959782,-0.143806969
365,18/04/2007,ABSA,1472.5,-0.120205093
366,19/04/2007,KCB,23.092041,1.150227474
367,19/04/2007,FAMILY,78.2864,0.307562999
368,19/04/2007,EQUITY,14.101751,2.858992475
369,19/04/2007,STANCHART,11.942583,0.775452011
370,19/04/2007,ABSA,1470.72998,0.926070467
371,20/04/2007,KCB,23.357652,-0.827018058
372,20/04/2007,FAMILY,78.52718,0.666099305
373,20/04/2007,EQUITY,14.504919,-0.284269081
374,20/04/2007,STANCHART,12.035192,2.792128285
375,20/04/2007,ABSA,1484.349976,-0.230398629
376,23/04/2007,KCB,23.16448,0.034747165
377,23/04/2007,FAMILY,79.050249,3.445015081
378,23/04/2007,EQUITY,14.463686,-0.728534898
379,23/04/2007,STANCHART,12.37123,-0.28874251
380,23/04/2007,ABSA,1480.930054,-0.03511442
381,24/04/2007,KCB,23.172529,0.694684641
382,24/04/2007,FAMILY,81.773542,3.015536492
383,24/04/2007,EQUITY,14.358313,1.595403304
384,24/04/2007,STANCHART,12.335509,2.262979177
385,24/04/2007,ABSA,1480.410034,1.013908961
386,25/04/2007,KCB,23.333505,0.379441494
387,25/04/2007,FAMILY,84.239453,-0.551939719
388,25/04/2007,EQUITY,14.587386,-0.062814544
389,25/04/2007,STANCHART,12.614659,3.660201992
390,25/04/2007,ABSA,1495.420044,-0.078241829
391,26/04/2007,KCB,23.422042,3.505155528
392,26/04/2007,FAMILY,83.774502,0.26758858
393,26/04/2007,EQUITY,14.578223,-1.005657548
394,26/04/2007,STANCHART,13.076381,1.092672353
395,26/04/2007,ABSA,1494.25,-0.012049791
396,27/04/2007,KCB,24.243021,-0.597611164
397,27/04/2007,FAMILY,83.998673,1.027973382
398,27/04/2007,EQUITY,14.431616,-1.523807174
399,27/04/2007,STANCHART,13.219263,-0.120097467
400,27/04/2007,ABSA,1494.069946,-0.783092588
401,30/04/2007,KCB,24.098142,1.536404757
402,30/04/2007,FAMILY,84.862157,0.939241976
403,30/04/2007,EQUITY,14.211706,-0.032241027
404,30/04/2007,STANCHART,13.203387,-0.330657581
405,30/04/2007,ABSA,1482.369995,0.26511964
406,01/05/2007,KCB,24.468387,0.69079339
407,01/05/2007,FAMILY,85.659218,-0.920806912
408,01/05/2007,EQUITY,14.207124,0.773942706
409,01/05/2007,STANCHART,13.159729,0.924905065
410,01/05/2007,ABSA,1486.300049,0.647244478
411,02/05/2007,KCB,24.637413,1.176081271
412,02/05/2007,FAMILY,84.870462,0.567404711
413,02/05/2007,EQUITY,14.317079,1.18400548
414,02/05/2007,STANCHART,13.281444,0.009961266
415,02/05/2007,ABSA,1495.920044,0.432507809
416,03/05/2007,KCB,24.927169,-1.323860724
417,03/05/2007,FAMILY,85.352021,0.155638963
418,03/05/2007,EQUITY,14.486594,-2.9095521
419,03/05/2007,STANCHART,13.282767,0.408356181
420,03/05/2007,ABSA,1502.390015,0.214989448
421,04/05/2007,KCB,24.597168,0.490836994
422,04/05/2007,FAMILY,85.484862,0.194254276
423,04/05/2007,EQUITY,14.065099,-1.140063074
424,04/05/2007,STANCHART,13.337008,3.085017269
425,04/05/2007,ABSA,1505.619995,0.256371795
426,07/05/2007,KCB,24.7179,0.130253784
427,07/05/2007,FAMILY,85.65092,0.515760952
428,07/05/2007,EQUITY,13.904748,-0.560132409
429,07/05/2007,STANCHART,13.748457,1.09699583
430,07/05/2007,ABSA,1509.47998,-0.116597042
431,08/05/2007,KCB,24.750096,0.097563258
432,08/05/2007,FAMILY,86.092674,1.055277944
433,08/05/2007,EQUITY,13.826863,-0.463879623
434,08/05/2007,STANCHART,13.899277,1.7323491
435,08/05/2007,ABSA,1507.719971,0.32234003
436,09/05/2007,KCB,24.774243,-0.649775656
437,09/05/2007,FAMILY,87.001191,0.287414456
438,09/05/2007,EQUITY,13.762723,-1.664452594
439,09/05/2007,STANCHART,14.140061,0.430387111
440,09/05/2007,ABSA,1512.579956,-1.39562771
441,10/05/2007,KCB,24.613266,1.01372975
442,10/05/2007,FAMILY,87.251245,1.241882566
443,10/05/2007,EQUITY,13.533649,0.236964916
444,10/05/2007,STANCHART,14.200918,1.304260753
445,10/05/2007,ABSA,1491.469971,0.964149817
446,11/05/2007,KCB,24.862778,0.258985541
447,11/05/2007,FAMILY,88.334803,-0.386869035
448,11/05/2007,EQUITY,13.565719,-2.397838257
449,11/05/2007,STANCHART,14.386135,0.57017399
450,11/05/2007,ABSA,1505.849976,-0.179297542
451,14/05/2007,KCB,24.927169,0.097183118
452,14/05/2007,FAMILY,87.993063,-0.70095412
453,14/05/2007,EQUITY,13.240435,-1.764707882
454,14/05/2007,STANCHART,14.468161,-1.682522057
455,14/05/2007,ABSA,1503.150024,-0.130398361
456,15/05/2007,KCB,24.951394,0.550161646
457,15/05/2007,FAMILY,87.376272,0.992082839
458,15/05/2007,EQUITY,13.00678,-0.669243272
459,15/05/2007,STANCHART,14.224731,-0.167405626
460,15/05/2007,ABSA,1501.189941,0.862653928
461,16/05/2007,KCB,25.088667,-0.289668638
462,16/05/2007,FAMILY,88.243117,-0.528955703
463,16/05/2007,EQUITY,12.919733,0.957442387
464,16/05/2007,STANCHART,14.200918,1.956401692
465,16/05/2007,ABSA,1514.140015,-0.091802276
466,17/05/2007,KCB,25.015993,-0.484182259
467,17/05/2007,FAMILY,87.77635,2.544868863
468,17/05/2007,EQUITY,13.043432,1.685990313
469,17/05/2007,STANCHART,14.478745,0.529969966
470,17/05/2007,ABSA,1512.75,0.661047761
471,18/05/2007,KCB,24.89487,0.713588784
472,18/05/2007,FAMILY,90.010143,-0.879708635
473,18/05/2007,EQUITY,13.263343,1.139893615
474,18/05/2007,STANCHART,14.555478,1.781494225
475,18/05/2007,ABSA,1522.75,0.154324479
476,21/05/2007,KCB,25.072517,-1.159412914
477,21/05/2007,FAMILY,89.218316,-0.317642176
478,21/05/2007,EQUITY,13.414531,-0.922134363
479,21/05/2007,STANCHART,14.814783,1.393101742
480,21/05/2007,ABSA,1525.099976,-0.064256837
481,22/05/2007,KCB,24.781823,-0.35842803
482,22/05/2007,FAMILY,88.934921,-1.049667543
483,22/05/2007,EQUITY,13.290831,-0.413653593
484,22/05/2007,STANCHART,15.021168,-0.572492099
485,22/05/2007,ABSA,1524.119995,-0.120723172
486,23/05/2007,KCB,24.692998,-1.340744449
487,23/05/2007,FAMILY,88.0014,-1.543857257
488,23/05/2007,EQUITY,13.235853,-2.007615225
489,23/05/2007,STANCHART,14.935173,-1.948795638
490,23/05/2007,ABSA,1522.280029,-0.970256373
491,24/05/2007,KCB,24.361928,1.027508989
492,24/05/2007,FAMILY,86.642784,1.183264148
493,24/05/2007,EQUITY,12.970128,1.059704268
494,24/05/2007,STANCHART,14.644117,2.647035666
495,24/05/2007,ABSA,1507.51001,0.545268021
496,25/05/2007,KCB,24.612249,1.017066746
497,25/05/2007,FAMILY,87.667997,0.694051445
498,25/05/2007,EQUITY,13.107573,-0.139812305
499,25/05/2007,STANCHART,15.031752,0.642493304
500,25/05/2007,ABSA,1515.72998,0.157020382
501,29/05/2007,KCB,24.862572,1.039297141
502,29/05/2007,FAMILY,88.276458,0.963078967
503,29/05/2007,EQUITY,13.089247,0.455022355
504,29/05/2007,STANCHART,15.12833,3.865324196
505,29/05/2007,ABSA,1518.109985,0.798360799
506,30/05/2007,KCB,25.120968,-1.350047498
507,30/05/2007,FAMILY,89.12663,-0.308614833
508,30/05/2007,EQUITY,13.148806,0.383274344
509,30/05/2007,STANCHART,15.713089,2.037549714
510,30/05/2007,ABSA,1530.22998,0.025487345
511,31/05/2007,KCB,24.781823,-0.325843664
512,31/05/2007,FAMILY,88.851572,-0.056282628
513,31/05/2007,EQUITY,13.199202,1.110718663
514,31/05/2007,STANCHART,16.033251,-2.302165668
515,31/05/2007,ABSA,1530.619995,0.37370288
516,01/06/2007,KCB,24.701073,0.424973441
517,01/06/2007,FAMILY,88.801564,-0.290968974
518,01/06/2007,EQUITY,13.345808,-1.029858964
519,01/06/2007,STANCHART,15.664139,2.474658837
520,01/06/2007,ABSA,1536.339966,0.184860647
521,04/06/2007,KCB,24.806046,-0.455727608
522,04/06/2007,FAMILY,88.543179,-0.36713387
523,04/06/2007,EQUITY,13.208365,-0.832464881
524,04/06/2007,STANCHART,16.051773,1.104432513
525,04/06/2007,ABSA,1539.180054,-0.534706968
526,05/06/2007,KCB,24.692998,-0.948329563
527,05/06/2007,FAMILY,88.218107,-3.240733787
528,05/06/2007,EQUITY,13.09841,-1.539003589
529,05/06/2007,STANCHART,16.229054,0.79073617
530,05/06/2007,ABSA,1530.949951,-0.88637424
531,06/06/2007,KCB,24.458827,-2.211949903
532,06/06/2007,FAMILY,85.359193,-0.595646447
533,06/06/2007,EQUITY,12.896825,-2.52220217
534,06/06/2007,STANCHART,16.357383,0.347781794
535,06/06/2007,ABSA,1517.380005,-1.756978075
536,07/06/2007,KCB,23.91781,1.45171736
